result,cap-shape,cap-shape,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0,f,f,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,g
1,f,y,e,1,n,f,c,b,n,t,b,s,s,p,g,p,w,1,p,k,v,d
1,x,y,b,1,n,f,c,b,e,e,?,s,s,w,e,p,w,2,e,w,c,w
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,g
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,v,p
0,x,y,y,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,y,g
0,x,f,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,y,g
0,f,y,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,p
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,g
0,x,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,v,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,y,p
1,x,y,u,0,n,f,c,n,h,e,?,s,f,w,w,p,w,1,f,h,y,d
0,x,f,g,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,g
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,d
0,f,y,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,v,p
0,f,f,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,d
1,f,f,e,1,n,f,c,b,u,t,b,s,s,g,w,p,w,1,p,n,y,d
0,f,s,b,1,f,f,c,b,h,t,b,s,f,w,w,p,w,1,p,h,v,u
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,v,p
0,x,y,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,p
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,v,d
1,f,y,n,1,n,f,c,b,u,t,b,s,s,w,g,p,w,1,p,k,v,d
0,f,y,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,g
1,x,s,b,1,n,f,c,b,e,e,?,s,s,w,w,p,w,2,e,w,c,w
0,x,y,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,1,l,h,v,p
1,f,f,e,1,n,f,c,b,n,t,b,s,s,g,g,p,w,1,p,k,y,d
0,f,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,v,d
0,f,f,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,g
0,x,y,n,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,d
0,f,f,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,v,p
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,v,p
0,f,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,g
0,x,s,g,0,c,f,c,n,p,e,b,s,s,w,w,p,w,1,p,k,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,y,g
0,f,s,g,1,f,f,c,b,h,t,b,f,f,w,w,p,w,1,p,h,s,u
0,x,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,p
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,d
1,f,y,g,1,n,f,c,b,u,t,b,s,s,p,g,p,w,1,p,k,y,d
0,f,f,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,d
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,p
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,y,d
0,x,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,y,p
1,f,y,n,1,n,f,c,b,n,t,b,s,s,g,g,p,w,1,p,n,v,d
0,x,y,g,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,v,p
0,x,y,y,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,y,g
0,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,p
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,y,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,g
1,k,y,b,1,n,f,c,b,e,e,?,s,s,e,e,p,w,2,e,w,c,w
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,y,p
0,x,y,n,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,y,p
0,f,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,y,g
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,d
0,x,s,w,1,f,f,c,b,p,t,b,f,f,w,w,p,w,1,p,h,v,u
0,x,y,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,p
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,g
0,x,y,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,p
0,f,y,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,g
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,p
0,f,f,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,p
1,f,y,n,1,n,f,c,b,p,t,b,s,s,w,p,p,w,1,p,k,y,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,d
0,x,y,g,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,p
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,d
1,f,f,c,0,n,f,w,n,w,e,b,s,f,w,n,p,w,1,e,w,v,l
0,f,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,p
0,f,f,y,0,n,f,c,n,w,e,?,k,y,w,y,p,w,1,e,w,v,d
0,f,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,y,p
0,x,s,g,1,f,f,c,b,p,t,b,f,s,w,w,p,w,1,p,h,v,g
1,f,s,n,1,n,f,c,b,e,e,?,s,s,w,w,p,w,2,e,w,c,w
0,x,y,n,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,p
0,x,s,g,0,c,f,w,n,u,e,b,s,s,w,w,p,w,1,p,k,v,d
0,x,f,y,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,d
0,f,f,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,v,p
0,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,y,p
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,v,p
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,d
0,x,y,g,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,d
1,x,s,b,1,n,f,c,b,w,e,?,s,s,e,w,p,w,2,e,w,c,w
0,f,f,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,v,d
0,x,y,n,0,s,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,x,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,y,g
0,x,y,y,0,f,f,c,b,g,e,b,k,k,n,n,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,g
0,f,f,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,g,e,b,k,k,n,p,p,w,1,l,h,v,p
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,y,g
1,x,y,u,0,n,f,c,n,h,e,?,s,f,w,w,p,w,1,f,h,v,d
1,f,y,b,1,n,f,c,b,e,e,?,s,s,e,e,p,w,2,e,w,c,w
0,f,y,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,v,g
0,f,f,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,v,g
0,f,f,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,v,g
0,x,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,v,d
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,v,g
0,f,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,y,g
0,f,f,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,v,g
0,f,s,b,1,f,f,c,b,w,t,b,s,f,w,w,p,w,1,p,h,v,g
0,f,s,w,1,n,f,c,b,g,e,b,s,s,w,w,p,w,2,p,r,v,m
0,x,y,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,y,d
1,f,f,g,1,n,f,c,b,u,t,b,s,s,g,g,p,w,1,p,n,v,d
1,x,y,u,0,n,f,c,n,u,e,?,s,f,w,w,p,w,1,f,h,v,d
0,x,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,y,p
0,x,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,y,p
0,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,p
1,f,f,e,1,n,f,c,b,w,t,b,s,s,w,g,p,w,1,p,n,v,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,d
0,x,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,p
0,f,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,v,p
0,f,f,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,y,p
0,f,f,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,y,d
0,x,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,v,p
0,x,y,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,y,p
0,x,f,w,0,c,f,c,n,g,e,b,s,s,w,w,p,w,1,p,n,v,d
0,f,f,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,y,d
0,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,v,d
0,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,d
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,v,g
0,f,y,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,g
0,f,f,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,y,p
0,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,d
0,f,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,b,p,w,1,l,h,y,d
0,x,f,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,d
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,g
0,f,f,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,v,d
0,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,v,g
0,x,y,n,0,y,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,d
1,f,y,b,1,n,f,c,b,w,e,?,s,s,w,w,p,w,2,e,w,c,w
0,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,y,d
0,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,v,p
0,f,f,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,g
0,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,d
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,1,l,h,v,d
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,v,p
0,x,f,g,0,c,f,c,n,u,e,b,s,s,w,w,p,w,1,p,k,s,d
0,f,s,b,1,f,f,c,b,w,t,b,f,f,w,w,p,w,1,p,h,v,g
1,f,f,e,1,n,f,c,b,w,t,b,s,s,g,w,p,w,1,p,k,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,1,l,h,v,p
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,v,g
1,f,f,g,1,n,f,c,b,u,t,b,s,s,p,w,p,w,1,p,k,v,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,1,l,h,y,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,1,l,h,v,p
0,f,f,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,y,p
0,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,d
0,x,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,v,g
0,f,s,w,1,f,f,c,b,w,t,b,s,f,w,w,p,w,1,p,h,s,u
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,v,d
0,x,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,g
0,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,1,l,h,v,d
1,f,y,u,0,n,f,c,n,h,e,?,s,f,w,w,p,w,1,f,h,v,d
0,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,y,d
0,f,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,1,l,h,v,g
0,x,y,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,1,l,h,y,g
0,f,f,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,y,g
1,f,y,n,1,n,f,c,b,n,t,b,s,s,p,p,p,w,1,p,n,y,d
0,x,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,v,p
0,f,f,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,1,l,h,y,d
0,x,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,p,e,b,k,k,n,n,p,w,1,l,h,y,g
0,x,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,1,l,h,v,d
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,p
0,x,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,p
0,f,y,g,0,f,f,c,b,g,e,b,k,k,n,p,p,w,1,l,h,v,g
0,x,s,w,1,f,f,c,b,h,t,b,f,f,w,w,p,w,1,p,h,s,u
1,f,y,e,1,n,f,c,b,w,e,?,s,s,w,w,p,w,2,e,w,c,w
1,x,y,u,0,n,f,c,n,w,e,?,s,f,w,w,p,w,1,f,h,y,d
0,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,1,l,h,v,g
0,x,y,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,1,l,h,y,d
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,p,p,w,1,l,h,y,p
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,d
0,x,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,1,l,h,y,p
0,f,f,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,1,l,h,y,g
0,f,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,g
0,x,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,1,l,h,y,p
0,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,p
1,f,s,p,1,n,f,c,b,w,e,?,s,s,w,e,p,w,2,e,w,c,w
0,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,1,l,h,y,p
0,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,1,l,h,y,p
0,x,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,1,l,h,y,p
0,f,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,1,l,h,v,g
0,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,1,l,h,y,d
